,Terms and Conditions,Supplier,Date,Branch,Currency,Exchange Rate,Price List,Payment Terms,Template,Item Code (Items),Item Name (Items),Quantity (Items),Rate (Company Currency) (Items),Required By (Items),UOM (Items),Target Warehouse (Items),Account Head (Purchase Taxes and Charges),Add or Deduct (Purchase Taxes and Charges),Consider Tax or Charge for (Purchase Taxes and Charges),Description (Purchase Taxes and Charges),Type (Purchase Taxes and Charges),Is this Tax included in Basic Rate? (Purchase Taxes and Charges),Tax Rate (Purchase Taxes and Charges
342,PO.2025.01.00139,,30/01/2025,SURABAYA,USD,,,CBD,,S1412,"ZUTTO 1/4""-1/2"" (0,40-0,51)",50,86.3,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
343,PO.2025.01.00139,,30/01/2025,SURABAYA,USD,,,CBD,,B1412,"ZUTTO 1/4""-1/2"" (0,76-0,81)",50,134.7,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
344,PO.2025.01.00139,,30/01/2025,SURABAYA,USD,,,CBD,,S1458,"ZUTTO 1/4""-5/8"" (0,40-0,61)",50,115.9,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
345,PO.2025.01.00140,,30/01/2025,SURABAYA,USD,,,CBD,,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",60,66.7,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
346,PO.2025.01.00140,,30/01/2025,SURABAYA,USD,,,CBD,,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",90,87.4,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
347,PO.2025.01.00140,,30/01/2025,SURABAYA,USD,,,CBD,,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",90,67.1,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
348,PO.2025.01.00140,,30/01/2025,SURABAYA,USD,,,CBD,,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",30,87.6,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
349,PO.2025.01.00124,PT MEGAH PERTAMA INDAH,23/01/2025,SURABAYA,IDR,,,CBD,,,,1,6650000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
350,PO.2025.01.00123,PT SHOPEE INTERNATIONAL INDONESIA,01/01/2025,SURABAYA,IDR,,,CBD,,BA,BIAYA ADMINISTRASI,1,10021176,,LOT,,,,,,,,
351,PO.2025.01.00123,PT SHOPEE INTERNATIONAL INDONESIA,01/01/2025,SURABAYA,IDR,,,CBD,,BL,BIAYA LAYANAN,1,4807151,,LOT,,,,,,,,
352,PO.2025.01.00123,PT SHOPEE INTERNATIONAL INDONESIA,01/01/2025,SURABAYA,IDR,,,CBD,,BPB,BIAYA PEMBAYARAN,1,0,,LOT,,,,,,,,
353,PO.2025.01.00123,PT SHOPEE INTERNATIONAL INDONESIA,01/01/2025,SURABAYA,IDR,,,CBD,,BPL,BIAYA PEMELIHARAAN,1,0,,LOT,,,,,,,,
354,PO.2025.01.00120,PT CHANGHONG MEILING ELECTRIC INDONESIA,23/01/2025,SURABAYA,IDR,,,NET 60,,CSC05RDX4,CHANGHONG CSC-05RDX4,16,2430400,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
355,PO.2025.01.00020,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC18VH,POLYTRON PAC18VH,20,4624009.96,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
356,PO.2025.01.00019,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VH,POLYTRON PAC05VH,190,2072719.9,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
357,PO.2025.01.00019,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VH,POLYTRON PAC05VH,173,2244100,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
358,PO.2025.01.00140,,30/01/2025,SURABAYA,USD,,,CBD,,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",50,109,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
359,PO.2025.01.00140,,30/01/2025,SURABAYA,USD,,,CBD,,P3858,"ZUTTO 3/8""-5/8"" (0,61-0,71)",25,156.2,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
360,PO.2025.01.00140,,30/01/2025,SURABAYA,USD,,,CBD,,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",40,65.8,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
361,PO.2025.01.00162,PT TOKOPEDIA,31/01/2025,MADIUN,IDR,,,CBD,,SF,SERVICE FEE,1,966090,,LOT,,,,,,,,
362,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VZSI,POLYTRON PAC09VZSI,5,2644755,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
363,PO.2025.01.00149,PT SARANA KENCANA MULYA,15/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VZI,POLYTRON PAC09VZI,2,2497755,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
364,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VZI,POLYTRON PAC09VZI,5,2497755,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
365,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VZSI,POLYTRON PAC09VZSI,3,2644755,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
366,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VZI,POLYTRON PAC05VZI,4,2274510,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
367,PO.2025.01.00149,PT SARANA KENCANA MULYA,15/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VZI,POLYTRON PAC05VZI,1,2274510,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
368,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VZSI,POLYTRON PAC05VZSI,1,2421510,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
369,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VZI,POLYTRON PAC09VZI,13,2497755,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
370,PO.2025.02.00092,CV ALLEND,24/01/2025,BALI,IDR,,,CBD,,,,1,18877653,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
371,PO.2025.02.00092,CV ALLEND,24/01/2025,BALI,IDR,,,CBD,,JASAPEMASANGAN,JASA PEMASANGAN,1,2547000,,LOT,,,,,,,,
372,PO.2025.01.00163,PT SARANA KENCANA MULYA,17/01/2025,SURABAYA,IDR,,,NET 28,,PSF2032,POLYTRON PSF2032,10,6882075,,SET,,,,,,,,
373,PO.2025.01.00126,PT SARANA KENCANA MULYA,23/01/2025,BALI,IDR,,,NET 28,,PAC09VZI,POLYTRON PAC09VZI,5,2497755,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
374,PO.2025.01.00128,CV JAYA ARTHA SEJAHTERA,24/01/2025,SURABAYA,IDR,,,CBD,,DINABOLT,DINABOLT,5000,4504.51,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
375,PO.2025.01.00133,PT SHARP ELECTRONICS INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 21,,AHX18ZY,SHARP AH-X18ZY,8,5962920,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
376,PO.2025.01.00133,PT SHARP ELECTRONICS INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 21,,AHAP7BMY,SHARP AH-AP7BMY,5,3165720,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
377,PO.2025.01.00133,PT SHARP ELECTRONICS INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 21,,AHAP9BMY,SHARP AH-AP9BMY,5,3307800,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
378,PO.2025.01.00019,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VH,POLYTRON PAC09VH,20,2324344.15,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
379,PO.2025.01.00120,PT CHANGHONG MEILING ELECTRIC INDONESIA,23/01/2025,SURABAYA,IDR,,,NET 60,,CSC05RDX4,CHANGHONG CSC-05RDX4,14,2430400,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
380,PO.2025.01.00120,PT CHANGHONG MEILING ELECTRIC INDONESIA,23/01/2025,SURABAYA,IDR,,,NET 60,,CSC09RDX4,CHANGHONG CSC-09RDX4,5,2750000,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
381,PO.2025.01.00019,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VH,POLYTRON PAC09VH,40,2471400,,SET,GD. UTAMA (MDN) - CBP,,,,,,,
382,PO.2025.01.00164,PT. GLOBAL DIGITAL NIAGA TBK.,31/01/2025,SURABAYA,IDR,,,CBD,,JASAMANAGEMENT,JASA MANAGEMENT,1,1577618,,LOT,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,
